ID;description;duration;name;price;isActive
8364;"erat id mauris vulputate elementum nullam";20;"Persistent mobile strategy";2.07;1
8365;"magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit";42;"Multi-tiered 5th generation website";2.2;1
8366;"posuere felis sed lacus morbi sem";10;"Upgradable impactful collaboration";8.91;1
8367;"sed nisl nunc rhoncus dui vel sem sed";42;"Optimied 3rd generation knowledge user";77.88;1
8368;"tincidunt lacus at velit vivamus vel nulla eget eros";39;"Cloned tertiary matrix";1.82;1
8369;"ultrices phasellus id sapien in sapien";20;"Robust stable challenge";90.92;1
8370;"duis bibendum felis sed interdum";20;"Universal regional support";79.32;1
8371;"sed ante vivamus tortor duis mattis egestas metus aenean fermentum";33;"Focused homogeneous process improvement";89.19;1
8372;"viverra pede ac diam cras";15;"Progressive multi-state open system";48.2;1
8373;"nulla sed vel enim sit amet";33;"Assimilated fresh-thinking forecast";13.29;1
8374;"eu massa donec dapibus duis";26;"Virtual object-oriented protocol";95.92;1
8375;"neque libero convallis eget eleifend luctus ultricies eu";44;"Intuitive grid-enabled flexibility";92.33;1
8376;"a odio in hac habitasse platea dictumst maecenas ut";51;"Streamlined impactful success";34.58;1
8377;"nunc purus phasellus in felis donec semper sapien a";35;"Multi-channelled encompassing intranet";15.41;1
8378;"sed ante vivamus tortor duis mattis";12;"Switchable coherent strategy";50.72;1
8379;"morbi sem mauris laoreet ut rhoncus aliquet";22;"Focused context-sensitive matrices";71.77;1
8380;"vivamus vestibulum sagittis sapien cum sociis natoque penatibus";20;"Extended non-volatile orchestration";85.93;1
8381;"interdum mauris ullamcorper purus sit amet nulla quisque arcu libero";40;"Cross-platform bandwidth-monitored application";30.22;1
8382;"vivamus vestibulum sagittis sapien cum sociis";46;"Profound demand-driven leverage";70.56;1
8383;"ornare imperdiet sapien urna pretium nisl ut volutpat";11;"Virtual needs-based product";8.68;1
8384;"ante ipsum primis in faucibus orci luctus et ultrices";42;"Digitied client-driven pricing structure";59.56;1
8385;"iaculis justo in hac habitasse platea dictumst";9;"Versatile bandwidth-monitored circuit";97.57;1
8386;"varius ut blandit non interdum in ante vestibulum ante ipsum";51;"Persistent background success";48.57;1
8387;"velit eu est congue elementum in";23;"Re-contextualied discrete open system";73.23;1
8388;"potenti nullam porttitor lacus at turpis";26;"Up-sied system-worthy project";66.55;1
8389;"justo sit amet sapien dignissim vestibulum vestibulum ante";28;"Integrated transitional Graphic Interface";20.98;1
8390;"augue vel accumsan tellus nisi eu orci mauris lacinia sapien";42;"Team-oriented regional initiative";37.33;1
8391;"ut blandit non interdum in ante vestibulum";12;"Monitored incremental approach";58.53;1
8392;"nullam sit amet turpis elementum ligula vehicula";9;"Stand-alone intermediate architecture";85.91;1
8393;"faucibus orci luctus et ultrices posuere cubilia curae mauris";4;"Visionary directional analyer";69.3;1
8394;"sit amet sem fusce consequat nulla nisl nunc nisl";34;"Customiable ero defect policy";39.16;1
8395;"duis consequat dui nec nisi volutpat eleifend donec ut";45;"Phased explicit emulation";33.28;1
8396;"blandit ultrices enim lorem ipsum dolor sit";38;"Decentralied maximied superstructure";76.05;1
8397;"augue vestibulum rutrum rutrum neque aenean auctor gravida sem";37;"Fully-configurable 24/7 budgetary management";26.35;1
8398;"id justo sit amet sapien dignissim vestibulum vestibulum";36;"Advanced multi-state interface";73.82;1
8399;"vestibulum ante ipsum primis in faucibus orci luctus et ultrices";14;"Sharable user-facing challenge";87.22;1
8400;"pellentesque viverra pede ac diam";24;"Visionary local knowledge user";23.35;1
8401;"metus vitae ipsum aliquam non mauris morbi non lectus aliquam";51;"Reactive mobile process improvement";18.16;1
8402;"suspendisse potenti nullam porttitor lacus at turpis donec posuere metus";42;"Digitied bi-directional flexibility";14.79;1
8403;"odio odio elementum eu interdum eu tincidunt";34;"Cross-group 24 hour monitoring";95.85;1
8404;"non mi integer ac neque duis bibendum morbi non";43;"Reactive multi-tasking initiative";93.17;1
8405;"dolor sit amet consectetuer adipiscing elit proin";19;"Seamless coherent project";24.82;1
8406;"curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor";51;"Mandatory secondary function";76.68;1
8407;"dignissim vestibulum vestibulum ante ipsum primis";9;"Ergonomic maximied architecture";93.79;1
8408;"bibendum felis sed interdum venenatis turpis enim blandit";4;"Object-based directional functionalities";49.05;1
8409;"proin eu mi nulla ac";4;"Multi-lateral national portal";79.3;1
8410;"duis aliquam convallis nunc proin at turpis";8;"Secured 3rd generation architecture";75.44;1
8411;"vivamus metus arcu adipiscing molestie hendrerit at vulputate";42;"De-engineered client-server customer loyalty";71.22;1
8412;"sed justo pellentesque viverra pede";4;"Re-engineered eco-centric data-warehouse";47.66;1
8413;"lectus pellentesque at nulla suspendisse potenti";49;"Persevering maximied policy";22.19;1
8414;"non lectus aliquam sit amet diam in";28;"Reduced explicit functionalities";38.24;1
8415;"ipsum primis in faucibus orci luctus et ultrices";36;"Realigned 6th generation knowledge user";47.52;1
8416;"scelerisque quam turpis adipiscing lorem vitae";28;"Managed actuating ability";37.15;1
8417;"congue eget semper rutrum nulla nunc";21;"Implemented background policy";38.14;1
8418;"nulla dapibus dolor vel est";45;"Triple-buffered system-worthy moderator";22.21;1
8419;"varius ut blandit non interdum in ante vestibulum";25;"Optimied heuristic paradigm";2.56;1
8420;"id nulla ultrices aliquet maecenas leo";5;"Phased web-enabled protocol";61.93;1
8421;"quam sollicitudin vitae consectetuer eget rutrum at";25;"Optional impactful product";35.98;1
8422;"nulla elit ac nulla sed vel";52;"Ameliorated high-level knowledge user";63.04;1
8423;"erat fermentum justo nec condimentum neque sapien placerat";10;"Inverse full-range parallelism";94.26;1
8424;"neque libero convallis eget eleifend luctus ultricies eu";41;"Optional systematic help-desk";34.07;1
8425;"tortor quis turpis sed ante vivamus";11;"Devolved client-server instruction set";31.61;1
8426;"amet sapien dignissim vestibulum vestibulum";22;"Public-key eco-centric info-mediaries";29.86;1
8427;"id ornare imperdiet sapien urna pretium nisl";29;"Multi-tiered 24/7 array";92.28;1
8428;"quisque id justo sit amet sapien dignissim vestibulum vestibulum";14;"Expanded methodical success";21.89;1
8429;"maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus";43;"Face to face system-worthy pricing structure";33.85;1
8430;"blandit nam nulla integer pede justo lacinia eget tincidunt";21;"Advanced content-based ability";78.49;1
8431;"potenti cras in purus eu magna";6;"Visionary high-level infrastructure";58.3;1
8432;"ultrices posuere cubilia curae duis faucibus accumsan odio";13;"Upgradable multi-tasking middleware";8.47;1
8433;"sociis natoque penatibus et magnis dis parturient";12;"Operative object-oriented project";73.89;1
8434;"turpis integer aliquet massa id lobortis convallis tortor risus dapibus";26;"Proactive bottom-line artificial intelligence";41.33;1
8435;"nunc vestibulum ante ipsum primis in faucibus orci luctus et";19;"Versatile value-added conglomeration";6.75;1
8436;"sit amet cursus id turpis integer aliquet massa id lobortis";17;"Grass-roots asymmetric benchmark";44.44;1
8437;"aliquam augue quam sollicitudin vitae consectetuer eget rutrum";31;"Face to face needs-based projection";76.07;1
8438;"maecenas ut massa quis augue";36;"Enhanced methodical software";46.84;1
8439;"in hac habitasse platea dictumst etiam faucibus cursus";43;"Re-engineered discrete strategy";82.7;1
8440;"ipsum primis in faucibus orci luctus et";8;"Universal ero defect Graphic Interface";39.11;1
8441;"condimentum neque sapien placerat ante nulla justo aliquam quis turpis";48;"Grass-roots mission-critical productivity";10.66;1
8442;"pellentesque quisque porta volutpat erat quisque erat eros viverra";45;"Object-based ero tolerance infrastructure";6.94;1
8443;"pede posuere nonummy integer non velit donec";12;"Customiable foreground pricing structure";80.21;1
8444;"in lectus pellentesque at nulla suspendisse";13;"Multi-tiered analying knowledge user";8.84;1
8445;"ut at dolor quis odio consequat varius integer ac";52;"Compatible discrete system engine";3.5;1
8446;"sapien a libero nam dui proin leo";12;"Secured static open system";39.54;1
8447;"sapien iaculis congue vivamus metus arcu adipiscing";50;"Fully-configurable exuding portal";34.67;1
8448;"justo maecenas rhoncus aliquam lacus morbi quis";53;"Focused modular initiative";62.29;1
8449;"ullamcorper augue a suscipit nulla elit ac nulla";20;"Reverse-engineered regional emulation";79.63;1
8450;"ac nulla sed vel enim sit";47;"Focused reciprocal interface";24.14;1
8451;"posuere felis sed lacus morbi sem mauris laoreet";13;"Ameliorated bandwidth-monitored encryption";67.59;1
8452;"vulputate luctus cum sociis natoque penatibus et magnis dis parturient";16;"Ergonomic full-range pricing structure";54.66;1
8453;"at dolor quis odio consequat varius integer ac";44;"Persevering needs-based conglomeration";77.56;1
8454;"massa tempor convallis nulla neque libero convallis eget eleifend";4;"Vision-oriented fault-tolerant solution";4.76;1
8455;"accumsan felis ut at dolor quis odio consequat varius";10;"Total transitional data-warehouse";48.38;1
8456;"integer non velit donec diam neque vestibulum eget vulputate";22;"Streamlined user-facing matrix";19.79;1
8457;"augue vel accumsan tellus nisi eu orci";47;"Reactive ero tolerance knowledge user";71.45;1
8458;"nec molestie sed justo pellentesque viverra pede";43;"Down-sied 24 hour alliance";19.97;1
8459;"luctus ultricies eu nibh quisque";40;"Stand-alone encompassing methodology";31.53;1
8460;"fusce congue diam id ornare imperdiet sapien urna";10;"Realigned leading edge firmware";52.99;1
8461;"parturient montes nascetur ridiculus mus";42;"Extended 24 hour function";59.79;1
8462;"tortor quis turpis sed ante vivamus tortor";52;"Re-contextualied holistic capability";16.4;1
8463;"neque libero convallis eget eleifend";8;"Total homogeneous software";85.55;1
8464;"sit amet cursus id turpis integer aliquet massa";47;"Exclusive interactive infrastructure";27.63;1
8465;"venenatis turpis enim blandit mi in porttitor pede justo eu";4;"Ergonomic homogeneous analyer";20.11;1
8466;"a nibh in quis justo";12;"Reverse-engineered high-level solution";68.87;1
8467;"rhoncus aliquam lacus morbi quis tortor id nulla ultrices";13;"Ergonomic cohesive hardware";68.62;1
8468;"nisl duis ac nibh fusce lacus purus aliquet at feugiat";21;"Versatile encompassing policy";48.7;1
8469;"in faucibus orci luctus et";36;"Assimilated value-added middleware";72.43;1
8470;"nulla suspendisse potenti cras in purus eu magna vulputate luctus";28;"Automated exuding collaboration";58.77;1
8471;"vitae nisi nam ultrices libero non mattis pulvinar";29;"Networked dynamic frame";2.09;1
8472;"nulla dapibus dolor vel est donec odio justo sollicitudin";23;"Triple-buffered cohesive customer loyalty";43.98;1
8473;"etiam faucibus cursus urna ut tellus nulla ut erat id";35;"Visionary 6th generation function";22.24;1
8474;"nibh fusce lacus purus aliquet at feugiat non pretium quis";51;"Diverse clear-thinking workforce";71.95;1
8475;"orci vehicula condimentum curabitur in libero ut";48;"Profit-focused reciprocal matrices";80.41;1
8476;"volutpat dui maecenas tristique est";45;"Synergied client-server knowledge user";25.49;1
8477;"enim sit amet nunc viverra dapibus nulla suscipit";20;"Proactive holistic benchmark";21.49;1
8478;"in consequat ut nulla sed accumsan felis";4;"Team-oriented leading edge system engine";97.88;1
8479;"scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula";20;"Focused needs-based Graphic Interface";53.68;1
8480;"id nulla ultrices aliquet maecenas leo";33;"Digitied interactive superstructure";61.6;1
8481;"malesuada in imperdiet et commodo";36;"Total intangible access";93.95;1
8482;"elementum pellentesque quisque porta volutpat erat quisque erat";19;"Re-contextualied directional archive";92.74;1
8483;"eget elit sodales scelerisque mauris";46;"Down-sied foreground toolset";6.58;1
8484;"dictumst morbi vestibulum velit id pretium";8;"Proactive clear-thinking knowledge user";72.11;1
8485;"eget nunc donec quis orci";15;"Innovative background conglomeration";69.71;1
8486;"metus vitae ipsum aliquam non mauris";45;"Multi-tiered transitional encryption";20.18;1
8487;"curabitur gravida nisi at nibh in hac habitasse";29;"Proactive composite success";85.62;1
8488;"eget eleifend luctus ultricies eu nibh quisque id justo sit";6;"Down-sied bandwidth-monitored function";1.25;1
8489;"sapien urna pretium nisl ut";35;"Implemented tangible contingency";72.35;1
8490;"imperdiet et commodo vulputate justo in blandit ultrices enim lorem";29;"Reverse-engineered disintermediate throughput";92.1;1
8491;"ut erat id mauris vulputate elementum nullam varius nulla facilisi";19;"Seamless background product";73.17;1
8492;"et eros vestibulum ac est lacinia nisi venenatis";17;"Optimied multi-tasking strategy";67.09;1
8493;"nisi eu orci mauris lacinia";45;"Automated mobile concept";82.87;1
8494;"dolor quis odio consequat varius integer";22;"Versatile grid-enabled approach";8.3;1
8495;"tristique fusce congue diam id ornare imperdiet sapien urna pretium";53;"Mandatory systemic capability";5.78;1
8496;"ut blandit non interdum in ante vestibulum ante ipsum";49;"Business-focused attitude-oriented superstructure";67.7;1
8497;"in eleifend quam a odio in hac habitasse";44;"Business-focused client-server firmware";72.3;1
8498;"nisl duis bibendum felis sed interdum venenatis turpis";33;"Streamlined systemic task-force";90.01;1
8499;"nam dui proin leo odio porttitor id consequat in consequat";40;"Compatible multi-tasking support";73.5;1
8500;"ullamcorper purus sit amet nulla quisque arcu libero rutrum ac";47;"Distributed system-worthy circuit";51.06;1
8501;"quam a odio in hac habitasse";14;"Function-based optimal methodology";70.15;1
8502;"neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante";29;"Optional 3rd generation methodology";66.42;1
8503;"morbi porttitor lorem id ligula suspendisse ornare consequat lectus in";7;"Horiontal dynamic forecast";71.9;1
8504;"eu est congue elementum in hac habitasse platea dictumst";41;"Configurable national frame";2.97;1
8505;"mi nulla ac enim in tempor turpis nec euismod scelerisque";18;"Enterprise-wide didactic alliance";33.24;1
8506;"in lacus curabitur at ipsum ac";45;"Extended intermediate benchmark";3.91;1
8507;"in leo maecenas pulvinar lobortis est phasellus";40;"Inverse incremental initiative";46.66;1
8508;"amet turpis elementum ligula vehicula consequat morbi";51;"Front-line clear-thinking orchestration";73.95;1
8509;"sit amet eros suspendisse accumsan tortor quis turpis sed";23;"Compatible 6th generation encryption";76.68;1
8510;"duis bibendum felis sed interdum";12;"Customiable holistic archive";77.95;1
8511;"sit amet justo morbi ut odio";17;"Re-engineered 3rd generation circuit";20.61;1
8512;"dui vel nisl duis ac nibh fusce lacus purus";44;"Cloned mobile definition";50.29;1
8513;"eu sapien cursus vestibulum proin eu mi nulla";9;"Adaptive hybrid moderator";92.85;1
8514;"consequat lectus in est risus auctor sed tristique in";36;"Focused scalable secured line";32.68;1
8515;"augue vestibulum ante ipsum primis in faucibus orci";43;"Digitied bottom-line architecture";87.44;1
8516;"iaculis congue vivamus metus arcu adipiscing";45;"Focused non-volatile open architecture";44.87;1
8517;"eros suspendisse accumsan tortor quis";23;"Fully-configurable radical alliance";88.7;1
8518;"lorem ipsum dolor sit amet consectetuer adipiscing elit proin";19;"Grass-roots ero tolerance array";27.58;1
8519;"aenean fermentum donec ut mauris eget massa tempor convallis nulla";15;"Automated uniform throughput";57.2;1
8520;"rutrum ac lobortis vel dapibus at diam nam";45;"Fundamental optimiing utilisation";27.31;1
8521;"fusce lacus purus aliquet at feugiat non pretium quis lectus";7;"Inverse object-oriented conglomeration";73.76;1
8522;"ante vel ipsum praesent blandit";10;"Mandatory clear-thinking contingency";7.19;1
8523;"sociis natoque penatibus et magnis dis parturient montes";25;"User-centric eco-centric concept";15.75;1
8524;"sit amet sapien dignissim vestibulum vestibulum";13;"Automated heuristic throughput";77.88;1
8525;"amet cursus id turpis integer aliquet";32;"Upgradable hybrid data-warehouse";48.85;1
8526;"vitae quam suspendisse potenti nullam porttitor lacus at turpis donec";45;"Re-engineered analying analyer";42.14;1
8527;"sit amet turpis elementum ligula vehicula consequat morbi";43;"Secured fault-tolerant data-warehouse";27.27;1
8528;"ut erat curabitur gravida nisi at nibh in hac habitasse";35;"Self-enabling high-level conglomeration";61.39;1
8529;"diam id ornare imperdiet sapien urna pretium nisl";20;"Inverse asymmetric help-desk";36.26;1
8530;"sodales scelerisque mauris sit amet eros suspendisse accumsan";29;"Devolved background productivity";14.88;1
8531;"lectus in est risus auctor sed";46;"Polarised methodical website";8.52;1
8532;"pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit";10;"Focused discrete definition";27.45;1
8533;"quisque porta volutpat erat quisque erat eros viverra";32;"Grass-roots maximied framework";89.53;1
8534;"id pretium iaculis diam erat fermentum justo";43;"Extended clear-thinking utilisation";97.65;1
8535;"potenti in eleifend quam a";24;"User-friendly human-resource solution";51.64;1
8536;"donec pharetra magna vestibulum aliquet";6;"Distributed fresh-thinking info-mediaries";8.06;1
8537;"non lectus aliquam sit amet diam in magna bibendum";10;"Self-enabling web-enabled secured line";63.61;1
8538;"praesent id massa id nisl venenatis lacinia";24;"Optional contextually-based utilisation";59.9;1
8539;"dictumst aliquam augue quam sollicitudin vitae consectetuer";31;"Versatile context-sensitive forecast";29.6;1
8540;"habitasse platea dictumst maecenas ut";47;"Organied next generation access";49.57;1
8541;"eget orci vehicula condimentum curabitur in libero ut";4;"Progressive holistic encoding";15.28;1
8542;"proin eu mi nulla ac enim";31;"Synergistic global matrices";16.15;1
8543;"lectus pellentesque at nulla suspendisse";11;"Synchronised well-modulated task-force";14.85;1
8544;"velit nec nisi vulputate nonummy maecenas tincidunt";46;"Re-engineered leading edge moratorium";99.33;1
8545;"nec sem duis aliquam convallis nunc proin at turpis";10;"Re-contextualied hybrid product";9.18;1
8546;"bibendum morbi non quam nec dui luctus rutrum";21;"Robust non-volatile core";4.99;1
8547;"consequat varius integer ac leo pellentesque ultrices";15;"Ergonomic holistic intranet";15.7;1
8548;"suspendisse potenti in eleifend quam a odio in hac habitasse";8;"Intuitive regional synergy";82.11;1
8549;"integer pede justo lacinia eget tincidunt eget tempus vel";39;"Public-key hybrid model";33.54;1
8550;"interdum venenatis turpis enim blandit mi in porttitor";39;"Profound intangible policy";95.34;1
8551;"id luctus nec molestie sed justo pellentesque viverra pede";28;"Enhanced 5th generation database";69.93;1
8552;"penatibus et magnis dis parturient montes nascetur ridiculus mus";46;"Re-contextualied methodical conglomeration";85.7;1
8553;"erat eros viverra eget congue eget semper";8;"Synergied leading edge matrices";45.39;1
8554;"consequat lectus in est risus auctor sed";42;"Self-enabling reciprocal structure";37.08;1
8555;"montes nascetur ridiculus mus etiam";35;"Exclusive coherent concept";82.15;1
8556;"in faucibus orci luctus et ultrices posuere cubilia";42;"Compatible modular complexity";55.08;1
8557;"libero nam dui proin leo odio porttitor";45;"Integrated logistical database";56.26;1
8558;"vitae consectetuer eget rutrum at";7;"Grass-roots well-modulated encoding";52.76;1
8559;"nibh ligula nec sem duis aliquam convallis";36;"Integrated logistical intranet";51.09;1
8560;"at nibh in hac habitasse platea dictumst";13;"Persistent high-level archive";41.6;1
8561;"convallis morbi odio odio elementum eu interdum eu tincidunt";31;"Extended logistical software";78.62;1
8562;"massa tempor convallis nulla neque";11;"Diverse contextually-based structure";88.7;1
8563;"ipsum ac tellus semper interdum mauris ullamcorper purus sit";7;"Decentralied didactic definition";89.04;1
8564;"nibh fusce lacus purus aliquet at feugiat non pretium quis";53;"Business-focused web-enabled benchmark";75.02;1
8565;"quam pharetra magna ac consequat metus sapien ut nunc";22;"Managed reciprocal task-force";5.87;1
8566;"id ornare imperdiet sapien urna pretium nisl ut";48;"Mandatory uniform productivity";27.7;1
8567;"orci luctus et ultrices posuere cubilia curae duis faucibus accumsan";17;"Profound empowering function";23.71;1
8568;"ultrices libero non mattis pulvinar nulla pede";16;"Open-architected ero administration moderator";99.82;1
8569;"blandit mi in porttitor pede justo eu massa";52;"Configurable needs-based functionalities";41.91;1
8570;"lectus aliquam sit amet diam in magna";40;"Persevering explicit adapter";45.15;1
8571;"odio curabitur convallis duis consequat dui nec nisi volutpat eleifend";33;"Public-key next generation core";52.22;1
8572;"odio porttitor id consequat in consequat ut";15;"Synchronised solution-oriented data-warehouse";45.94;1
8573;"mi nulla ac enim in";28;"Centralied bandwidth-monitored attitude";76.8;1
8574;"bibendum imperdiet nullam orci pede venenatis";20;"User-centric foreground collaboration";11.88;1
8575;"sapien arcu sed augue aliquam erat volutpat in congue";23;"Synchronised optimiing groupware";29.73;1
8576;"tempor convallis nulla neque libero convallis eget eleifend luctus ultricies";36;"Front-line stable open system";43.95;1
8577;"libero convallis eget eleifend luctus ultricies eu nibh";15;"Devolved context-sensitive contingency";63.62;1
8578;"eget orci vehicula condimentum curabitur in libero";24;"Progressive full-range benchmark";86.58;1
8579;"elementum pellentesque quisque porta volutpat erat quisque erat";21;"Integrated 5th generation database";7.86;1
8580;"mi nulla ac enim in";6;"Synchronised non-volatile forecast";72.7;1
8581;"interdum venenatis turpis enim blandit mi in porttitor pede justo";7;"Monitored encompassing infrastructure";89.72;1
8582;"pede morbi porttitor lorem id ligula";29;"User-friendly motivating software";32.6;1
8583;"augue luctus tincidunt nulla mollis molestie lorem quisque ut";19;"Digitied methodical function";93.95;1
8584;"augue luctus tincidunt nulla mollis molestie lorem quisque ut erat";51;"Focused grid-enabled matrix";71.75;1
8585;"accumsan tortor quis turpis sed ante vivamus tortor duis mattis";29;"Object-based foreground leverage";86.71;1
8586;"est quam pharetra magna ac";42;"Digitied stable standardiation";24.45;1
8587;"mi integer ac neque duis bibendum morbi non quam nec";26;"Multi-tiered fresh-thinking hierarchy";45.36;1
8588;"habitasse platea dictumst maecenas ut";49;"Assimilated tertiary implementation";68.16;1
8589;"mattis odio donec vitae nisi nam ultrices libero non mattis";13;"Persevering system-worthy service-desk";23.19;1
8590;"turpis donec posuere metus vitae ipsum aliquam non mauris";25;"Exclusive composite capacity";59.4;1
8591;"pulvinar sed nisl nunc rhoncus dui vel";13;"Synergied fault-tolerant function";56.39;1
8592;"pulvinar nulla pede ullamcorper augue";27;"Profit-focused asymmetric complexity";87.12;1
8593;"fringilla rhoncus mauris enim leo rhoncus sed";46;"Right-sied actuating hub";56.11;1
8594;"amet eros suspendisse accumsan tortor quis turpis sed ante";44;"Triple-buffered logistical paradigm";2.24;1
8595;"fermentum donec ut mauris eget massa tempor convallis nulla neque";10;"Adaptive scalable concept";73.55;1
8596;"sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus";7;"Innovative leading edge project";3.25;1
8597;"nisl aenean lectus pellentesque eget nunc";7;"Grass-roots attitude-oriented internet solution";36.05;1
8598;"in faucibus orci luctus et ultrices posuere cubilia curae donec";22;"Switchable fresh-thinking emulation";42.58;1
8599;"elit proin risus praesent lectus vestibulum quam";14;"Profound value-added Graphical User Interface";52.6;1
8600;"quam turpis adipiscing lorem vitae mattis nibh ligula nec sem";21;"Universal hybrid collaboration";54.14;1
8601;"turpis elementum ligula vehicula consequat morbi a ipsum integer";37;"Operative multi-tasking circuit";90.57;1
8602;"tellus in sagittis dui vel";5;"Synergistic asymmetric database";13.94;1
8603;"potenti nullam porttitor lacus at turpis donec posuere metus";36;"Inverse intangible model";11.79;1
8604;"amet erat nulla tempus vivamus in felis eu sapien";18;"Configurable regional implementation";92.63;1
8605;"non velit nec nisi vulputate nonummy";14;"Team-oriented interactive adapter";9.82;1
8606;"sapien sapien non mi integer ac neque duis";21;"Multi-layered holistic open system";79.01;1
8607;"quam pede lobortis ligula sit amet eleifend pede libero quis";47;"Adaptive multi-state approach";58.57;1
8608;"turpis a pede posuere nonummy integer non velit donec diam";41;"User-centric system-worthy intranet";91.13;1
8609;"pellentesque at nulla suspendisse potenti cras in purus eu";52;"Realigned asymmetric definition";6.08;1
8610;"molestie hendrerit at vulputate vitae nisl";28;"Adaptive national service-desk";81.07;1
8611;"curae mauris viverra diam vitae quam suspendisse potenti";52;"Multi-lateral hybrid structure";21.63;1
8612;"id luctus nec molestie sed justo pellentesque viverra pede";50;"Profit-focused content-based hub";6.9;1
8613;"quis libero nullam sit amet turpis elementum ligula";6;"Streamlined multimedia encryption";1.53;1
8614;"libero non mattis pulvinar nulla pede ullamcorper augue a suscipit";8;"Devolved background customer loyalty";77.23;1
8615;"montes nascetur ridiculus mus etiam vel augue vestibulum rutrum";4;"Persevering user-facing support";88.71;1
8616;"blandit ultrices enim lorem ipsum";46;"Intuitive secondary infrastructure";3.35;1
8617;"mus vivamus vestibulum sagittis sapien cum";31;"Customer-focused directional concept";23.54;1
8618;"gravida sem praesent id massa";27;"Automated uniform software";89.25;1
8619;"cubilia curae nulla dapibus dolor vel est donec odio";38;"Ameliorated 5th generation throughput";77.32;1
8620;"sed interdum venenatis turpis enim";15;"Enhanced actuating instruction set";45.85;1
8621;"nulla nisl nunc nisl duis bibendum felis sed interdum";32;"Focused responsive instruction set";18.86;1
8622;"justo eu massa donec dapibus duis at velit eu est";35;"Secured dedicated emulation";99.19;1
8623;"rhoncus sed vestibulum sit amet cursus id turpis integer aliquet";17;"Reactive foreground groupware";87.81;1
8624;"amet consectetuer adipiscing elit proin interdum";52;"Adaptive neutral intranet";10.3;1
8625;"sed justo pellentesque viverra pede";45;"Face to face hybrid protocol";11.37;1
8626;"erat curabitur gravida nisi at nibh in";18;"Streamlined transitional policy";4.34;1
8627;"blandit nam nulla integer pede justo lacinia eget";27;"Multi-lateral heuristic architecture";42.49;1
8628;"adipiscing elit proin interdum mauris";9;"Face to face analying functionalities";67.78;1
8629;"turpis donec posuere metus vitae ipsum aliquam non";27;"Devolved clear-thinking synergy";2.04;1
8630;"purus aliquet at feugiat non pretium quis";4;"Grass-roots impactful superstructure";6.95;1
8631;"turpis adipiscing lorem vitae mattis nibh ligula nec sem";51;"Optimied next generation database";99.37;1
8632;"tortor sollicitudin mi sit amet lobortis sapien sapien non";20;"Switchable systemic superstructure";65.31;1
8633;"mauris morbi non lectus aliquam";38;"Automated encompassing orchestration";75.78;1
8634;"iaculis diam erat fermentum justo nec";19;"Configurable asynchronous project";98.94;1
8635;"vestibulum velit id pretium iaculis diam erat fermentum";20;"Organic directional function";83.33;1
8636;"sit amet erat nulla tempus vivamus in felis eu";46;"Integrated local analyer";18.22;1
8637;"lacus morbi sem mauris laoreet ut";5;"Monitored interactive artificial intelligence";10.4;1
8638;"nibh fusce lacus purus aliquet at feugiat non pretium quis";31;"Visionary even-keeled service-desk";91.51;1
8639;"metus sapien ut nunc vestibulum ante ipsum primis in";14;"Universal national implementation";5.8;1
8640;"massa quis augue luctus tincidunt";45;"Optional web-enabled archive";49.06;1
8641;"odio elementum eu interdum eu";40;"Progressive holistic info-mediaries";89.15;1
8642;"amet justo morbi ut odio cras mi pede";5;"Up-sied grid-enabled functionalities";16.09;1
8643;"luctus cum sociis natoque penatibus";16;"Managed heuristic interface";65.67;1
8644;"nulla sed accumsan felis ut at";29;"Front-line asynchronous frame";34.46;1
8645;"urna ut tellus nulla ut erat id mauris vulputate";23;"Focused secondary software";11.52;1
8646;"rhoncus dui vel sem sed sagittis nam";39;"Cloned asymmetric knowledge user";50.92;1
8647;"lacinia aenean sit amet justo morbi";52;"Automated stable structure";16.39;1
8648;"duis mattis egestas metus aenean fermentum donec ut mauris";44;"Enhanced cohesive utilisation";90.91;1
8649;"orci luctus et ultrices posuere cubilia curae donec pharetra magna";9;"Phased asymmetric service-desk";93.94;1
8650;"enim lorem ipsum dolor sit";47;"Secured optimiing Graphic Interface";52.04;1
8651;"ultrices erat tortor sollicitudin mi sit amet";41;"Horiontal neutral benchmark";55.36;1
8652;"donec posuere metus vitae ipsum aliquam non mauris morbi non";10;"Robust global forecast";72.33;1
8653;"id justo sit amet sapien dignissim vestibulum";47;"Fully-configurable next generation middleware";11.03;1
8654;"eget orci vehicula condimentum curabitur in libero ut";41;"Re-contextualied well-modulated knowledge user";1.32;1
8655;"dolor quis odio consequat varius integer ac leo pellentesque";29;"Configurable motivating structure";12.74;1
8656;"in felis donec semper sapien";15;"Open-source ero defect software";57.61;1
8657;"phasellus sit amet erat nulla tempus";26;"Quality-focused needs-based ability";84.46;1
8658;"non mauris morbi non lectus aliquam sit amet diam";31;"Organied tertiary capacity";4.31;1
8659;"in tempor turpis nec euismod scelerisque";7;"Cross-group neutral system engine";73.39;1
